Title,Brand,Screen_Size,Rating,Price,Ram(Gb),Disk_Size_GB,Price_IDR,Cpu_Type
"ASUS Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",ASUS,11.6,4.3,$140.00,4,64.0,2160.2,Celeron
"MSI Modern 14 Ultra Thin and Light Professional Laptop: 14"" FHD 1080p, Intel Core i5-10210U, UMA, 8GB, 512GB SSD, Win10, Carbon Gray (A10M-1052)",MSI,14,5.0,$592.77,8,512.0,9146.4411,i5
"MSI GF63 Thin 9SC-068 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-9300H, NVIDIA GeForce GTX1650, 8GB, 256GB NVMe NVMe SSD",MSI,15.6,4.6,$586.98,8,256.0,9057.1014,i5
"2021 MSI GF65 Gaming Laptop, 15.6"" FHD 144Hz IPS Display, Intel Six-Core i5-10500H Processor, NVIDIA GeForce RTX 3060 GDDR6, 16GB RAM, 1TB PCIe NVMe SSD, WiFi 6, Backlit KB, HDMI, Windows 10, Black",MSI,15.6,4.7,"$1,079.99",16,1024.0,16664.2457,i5
"MSI GE76 Raider Gaming Laptop 2021 (1TB SSD, 16GB RAM) 17.3"" FHD 144 Hz, Intel Core i7-1180H (11th Gen), NVIDIA GeForce RTX 3060, Windows 10 64bit (Titanium Blue) 11UE-046 US Model",MSI,17.3,4.5,"$1,349.99",16,1024.0,20830.345699999998,i7
"MSI GV15 15.6"" 144Hz Gaming Laptop: Intel Core i5-11400H GTX 1650 8GB 256GB NVMe SSD, Wi-Fi 6, USB Type-C, Nahimic 3 Audio Immersion, Win 11: Black 11SC-633",MSI,15.6,4.5,$647.00,8,256.0,9983.21,i5
"EXCaliberPC 2022 MSI Vector GP76 12UHSO-893 (i9-12900H, 64GB RAM, 2TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" 240Hz QHD, Windows 11) Gaming Laptop",EXCaliberPC,17.3,0.0,"$2,699.00",64,2048.0,41645.57,i9
"MSI Modern 15 Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 16GB, 512GB SSD, Win10, Carbon Gray (A11MU-681)",MSI,15.6,4.3,$768.00,16,512.0,11850.24,i7
"MSI Computer GF63, NVIDIA GeForce GTX 1650 Graphics, 15.6"" 8GB 256GB Intel Core i5-10300H X4 2.5GHz Win10, Black",MSI,15.6,4.6,$599.00,8,256.0,9242.57,Other
"MSI Vector GP66 15.6"" QHD 165Hz Gaming Laptop Intel Core i9-12900H RTX3080TI 32GB 1TB NVMe SSD Win11 - Black (12UHSO-673)",MSI,15.6,4.1,"$2,461.98",32,1024.0,37988.3514,i9
MSI WE76 11UM FHD Mobile Workstation Intel Core i9-11980HK Quadro RTX A5000 64GB RAM 1TB NVME SSD WIN10 Pro TPM2.0 Fingerprint 3 Year onsite Warranty,MSI,17.3,4.5,"$3,899.00",64,1024.0,60161.57,i9
"EXCaliberPC 2022 MSI Raider GE66 12UGS-238 (i7-12700H, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11) Gaming Laptop",EXCaliberPC,15.6,5.0,"$1,899.00",32,1024.0,29301.57,i7
"EXCaliberPC 2023 MSI Titan GT77HX 13VH-046US Pro Extreme (i9-13980HX, 128GB RAM, 6TB NVMe SSD, RTX 4080 12GB, 17.3"" 4K UHD, Windows 11 Pro) Gaming Laptop",EXCaliberPC,17.3,0.0,"$6,089.00",128,6144.0,93953.27,i9
"MSI Modern 15A 15.6"" FHD Rugged Ultrabook Laptop, Intel Core i7-1195G7 Processor, Intel Iris Xe, 16GB DDR4, 1TB PCIe SSD, WiFi, Webcam, Backlit Keyboard, Windows 11 Home, Carbon Gray",MSI,15.6,5.0,$829.00,16,1024.0,12791.47,i7
"EXCaliberPC 2022 MSI Vector GP76 12UHSO-893 (i9-12900H, 64GB RAM, 2TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" 240Hz QHD, Windows 11) Gaming Laptop",EXCaliberPC,17.3,0.0,"$2,699.00",64,2048.0,41645.57,i9
"EXCaliberPC 2021 EXPC GS76 Stealth 11UH-029 by_MSI 17 Inch Gaming Laptop (i7-11800H, 32GB RAM, 1TB NVMe SSD, RTX 3080 16GB, 17.3"" FHD 360Hz 3ms, Windows 10 Pro) Professional Gamer Notebook Computer",EXCaliberPC,17.3,0.0,"$3,149.00",32,1024.0,48589.07,i7
"Panasonic Toughbook CF-54 Laptop PC Bundle with Laptop Bag, Intel i5-7300U 2.6GHz, 32GB RAM, 2TB SSD, Windows 10",Panasonic,14,4.4,"$1,425.00",32,2048.0,21987.75,Other
"Panasonic Toughbook 2-in-1 CF-20 Win 10 Pro, Intel i5, 256GB SSD, 8GB RAM, Bridge Battery CF-20G0205VM",Toughbook,10.1,0.0,"$3,099.00",8,256.0,47817.57,i5
"FZ-55 Panasonic Toughbook 55 Intel Core i5-8365U, 1.6GHz/4.1GHz, 14.0"" FHD Touchscreen, 8GB, 512GB SSD, HDMI, Bluetooth, USB-A x 2, USB-C x 1, LAN, Webcam, Backlit Keyboard, Windows 10 Pro",Toughbook,14,4.2,"$2,689.99",8,512.0,41506.545699999995,i5
"LG Gram 16 12th gen Intel Core i7-1260P Evo Platform Laptop Business, 16"" WQXGA (2560 x 1600) IPS Display, Backlight Keyboard, Thunderbolt4, Wi-Fi 6E, Windows 11, 16GB RAM, 512GB PCIe SSD, HDMI Cable",LG,16,0.0,"$1,197.99",16,512.0,18484.9857,i7
"HP 2022 High Performance Business Laptop - 17.3"" HD+ Touchscreen - 10-Core 12th Intel i7-1255U Iris Xe Graphics - 32GB DDR4 - 1TB SSD - WiFi 6 Bluetooth - Backlit Keyboard - Win 11 Pro w/ 32GB USB",HP,17.3,4.4,"$1,125.00",32,1024.0,17358.75,i7
"LG gram (2022) 16Z90Q Ultra Lightweight Laptop, 16"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Gray",LG,16,4.6,"$1,328.99",16,1024.0,20506.3157,i7
"LG Gram 17Z90P Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen Core i7, 16GB RAM, 1TB SSD, Upgradeable Windows 10 Home, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",LG,17,4.3,"$1,409.99",16,1024.0,21756.1457,i7
"LG Gram 15Z90N-Laptop 15.6"" IPS Ultra-Lightweight, (1920 x 1080), 10th Gen Intel Core i5 , 8GB-RAM, 256GB SSD, Windows 10 Home, USB-C, HDMI, -Headphone Input - Silver",LG,15.6,4.0,$999.99,8,256.0,15429.8457,i5
"LG gram (2022) 17Z90Q Ultra Lightweight Laptop, 17"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 32GB LPDDR5, 2TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Gray",LG,17,4.1,"$1,349.99",32,2048.0,20830.345699999998,i7
"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey",Lenovo,14,4.5,$698.88,16,256.0,10783.7184,Ryzen
"2020 HP 14 inch HD Laptop, Intel Celeron N4020 up to 2.8 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi 5, Webcam, HDMI, Windows 10 S /Legendary Accessories (Google Classroom or Zoom Compatible) (Rose Gold)",HP,14,4.5,$319.99,4,64.0,4937.4457,Celeron
"LG Gram 14T90P - 14"" WUXGA (1920x1200) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU , 16GB RAM, 1TB SSD, 24.5 Hours Battery, Thunderbolt 4, Black - 2021",LG,14,4.2,$999.99,16,1024.0,15429.8457,i7
"LG Gram 14Z90P Laptop 14"" Ultra-Lightweight, IPS WUXGA (1920 x 1200), Intel Evo 11th gen CORE i7 , 16GB RAM, 512GB SSD, Windows 11 Home, 22.5 Hour Battery, Alexa Built-in, 2X USB-C, HDMI - Silver",LG,14,4.9,"$1,399.99",16,512.0,21601.845699999998,i7
"LG Ultra PC 13U70P - 13"" Full HD (1920x1080) IPS Ultra-Lightweight Laptop, Ryzen 7 4700U CPU, AMD Radeon Graphics, 16GB RAM, 256GB SSD, 14.5 Hours Battery, White - 2021",LG,13.3,3.9,$929.00,16,256.0,14334.47,Ryzen
"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU , 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Silver - 2021",LG,16,3.9,"$1,999.99",16,2048.0,30859.845699999998,i7
"LG 2022 Gram Ultralight Laptop 14"" WUXGA IPS Intel i7-1260P 12-Core 16GB RAM 512GB NVMe SSD Iris Xe Graphics Fingerprint Backlit Keyboard WiFi 6E Thunderbolt 4 Windows 11 Pro w/RATZK 32GB USB",LG,14,5.0,"$1,339.00",16,512.0,20660.77,i7
"2021 LG Gram Ultralight Laptop - Full Day Battery - 15.6"" FHD IPS - Intel 11th i5-1135G7 - 16GB LPDDR4 - 512GB NVMe SSD - Iris Xe Graphics - Backlit Keyboard RJ-45 Win 10 w/RATZK 32GB USB",LG,15.6,4.4,$919.99,16,512.0,14195.4457,i5
"Dell XPS 13 9310 Touchscreen Laptop 13.4 inch FHD+ Thin and Light. Intel Core i7-1195G7, 16GB LPDDR4x RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Pro, 2Yr OnSite, 6 Months Migrate – Silver",Dell,13.4,4.4,"$1,359.00",16,512.0,20969.37,i7
"SAMSUNG 15.6” Galaxy Book2 Pro Laptop Computer, i7 / 16GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Graphite",SAMSUNG,15.6,4.3,"$1,114.07",16,512.0,17190.1001,i7
"2022 LG Gram Ultralight Laptop 16"" WQXGA IPS 12th Intel Core i7-1260P 12-Core 16GB LPDDR5 2TB (1TBx2) NVMe SSD Iris Xe Graphics Backlit Fingerprint KB WiFi 6E Thunderbolt 4 Windows 11 Pro w/ 32GB USB",LG,16,0.0,"$1,699.00",16,2048.0,26215.57,i7
"HP 2022 High Performance Business Laptop - 17.3"" HD+ Touchscreen - 10-Core 12th Intel i7-1255U Iris Xe Graphics - 32GB DDR4 - 1TB SSD - Backlit Keyboard -WiFi 6 - Win 11 Home w/ 32GB USB",HP,17.3,4.6,"$1,299.00",32,1024.0,20043.57,i7
"LG Gram 17Z95P-K Laptop 17” IPS WQXGA Intel Evo Platform Core i7-1195G7, 16GB Memory, 512GB M.2 NVMe SSD, Intel Iris Xe Graphics, Wi-Fi 6, Windows 11 Home, Backlit Keyboard, Fingerprint ID, Black",LG,17,4.9,$899.99,16,512.0,13886.8457,i7
"LG Gram 16Z90P Laptop 16"" Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen CORE i7 , 16GB RAM, 1TB SSD, Windows 11 Home, 22 Hour Battery, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",LG,16,4.7,"$1,339.99",16,1024.0,20676.0457,i7
"LG LCD Laptop 13"" Full (1920 x 1080) IPS Display, AMD Ryzen 5 4500U, 8GH Ram, 256GB SSD, DTS:X Ultra, HD Webcam",LG,13.3,4.3,$433.95,8,256.0,6695.8485,Ryzen
"2022 LG Gram Ultralight Laptop - Full Day Battery 17 inches WQXGA IPS Intel i7-1165G7 16GB LPDDR4 512GB+1TB NVMe SSD Iris Xe Graphics Backlit Keyboard WiFi6 Windows 10 Pro w/32GB USB, Black",LG,17,4.7,"$1,779.00",16,1536.0,27449.97,i7
"Windows 10 Laptop Computers, CHUWI GemiBook 13 inch Thin & Light Laptop 8G RAM 256GB SSD with Celeron J4125 Processor, 2160x1440 2K IPS Display Notebook, PD Fast Charge, Backlit Keyboard, Full Metal",CHUWI,13,4.1,$269.00,8,256.0,4150.67,Celeron
"2022 LG Gram Ultralight Laptop - Full Day Battery - 16"" WQXGA IPS - Intel i7-1165G7 - 16GB LPDDR4 - 2TB (1TBx2) NVMe SSD - Iris Xe Graphics - Backlit Keyboard - WiFi6 - Thunderbolt 4 - Win 11 Pro",LG,16,0.0,"$1,799.00",16,2048.0,27758.57,i7
"2022 LG Gram 16"" 2-in-1 Ultralight Laptop WQXGA IPS Touchscreen Intel EVO Platform i7-1260P 12-Core 16GB RAM 2TB (1TBx2) NVMe SSD Iris Xe Graphic Backlit KB WiFi 6e Thunderbolt 4 Win 11 Pro w/Pen",LG,16,0.0,"$1,849.00",16,2048.0,28530.07,i7
"LG Gram 16Z90P-N.APS5U1 16"" Rugged Notebook - Intel Core i7 (10th Gen) - 16 GB RAM - 512 GB SSD - Dark Silver - Windows 10 Pro - in-Plane Switching (IPS) Technology - IEEE 802.11ax Wireless LAN S",LG,16,3.0,"$1,359.99",16,512.0,20984.6457,i7
"2020 HP 14 inch HD Laptop, Intel Celeron N4020 up to 2.8 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi 5, Webcam, HDMI, Windows 10 S /Legendary Accessories (Google Classroom or Zoom Compatible) (Rose Gold)",HP,14,4.5,$319.99,4,64.0,4937.4457,Celeron
"2022 LG Gram 2-in-1 Ultralight Laptop | 16"" WQXGA IPS Touch | Intel Core i7-1165G7 | 16GB RAM 2TB(1TBx2) NVMe SSD | Iris Xe Graphics | WiFi 6 | Backlit | FPR | Fullday Battery | Windows 11 w/Pen",LG,16,5.0,"$1,849.00",16,2048.0,28530.07,i7
"LG Gram (2022) 14T90Q 2-in-1 Tablet Laptop, 14"" (1920 x 1200) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 8GB LPDDR5, 512GB NVMe SSD, HD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Black",LG,14,0.0,$959.49,8,512.0,14804.930699999999,i7
"LG gram 16'' 2-in-1 Ultra-Lightweight Laptop, WQXGA(2560 x 1600) IPS 16:10 TouchDisplay, Intel Evo Core i7-1165G7, Wi-Fi 6, 21 hr BatteryLife, Thunderbolt4, Stylus Pen, Win 11（16GB RAM | 1TB PCIe SSD）",LG,16,3.9,"$1,299.99",16,1024.0,20058.845699999998,i7
"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU , 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Black - 2021",LG,16,3.5,"$1,339.99",16,2048.0,20676.0457,i7
"Packard Bell 15.6 inch Laptop IPS FHD 1920 x 1080 Resolution Laptop Computer, Intel Celeron N4020, UHD Graphics 600, 4GB Ram 128GB SSD, Micro SD Slot, Windows 11 in Home S Mode, 2MP Camera, Speakers",Packard Bell,15.6,3.8,$239.99,4,128.0,3703.0457,Celeron
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348F",ASUS,14,4.1,$211.90,4,128.0,3269.617,Other
"ASUS 2022 Vivobook 15.6"" FHD Touchscreen Thin Laptop, Intel Core i3-1115G4 (Up to 3.9Ghz), 12GB RAM ,512GB PCIE SSD,HDMI, WiFi 5,Windows 11S, Grey+ 3in1 Accessories",ASUS,15.6,4.4,$449.99,12,512.0,6943.3457,i3
"HP Chromebook x360 14a 2-in-1 Laptop, Intel Pentium Silver N5000 Processor, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS with Webcam & Dual Mics, Work, Play, Long Battery Life (14a-ca0022nr, 2021)",HP,14,4.5,$169.99,4,64.0,2622.9457,Other
"HP 17.3-inch Laptop, 11th Generation Intel Core i5-1135G7, Intel Iris Xe Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (17.3-cn0026nr,Natural Silver)",HP,17.3,4.5,$599.00,8,512.0,9242.57,i5
"2022 HP 17.3"" FHD IPS Display Laptop Computer, 11th Intel Core i5-1135G7 Processor, 32GB RAM, 2TB SSD, Backlit Keyboard, Intel Iris Xe Graphics, HD Webcam, Windows 10, Silver, 32GB SnowBell USB Card",HP,17.3,4.5,$849.00,32,2048.0,13100.07,i5
"Lenovo - 2022 - IdeaPad 3 - Travel Laptop Computer - AMD Ryzen 5 - 17.3"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Home",Lenovo,17.3,4.5,$499.99,8,512.0,7714.8457,Ryzen
"Lenovo Chromebook S330 Laptop, 14-Inch FHD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS",Lenovo,14,4.3,$135.00,4,64.0,2083.05,Other
"HP 17.3-inch Laptop, 11th Generation Intel Core i5-1135G7, Intel Iris Xe Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (17.3-cn0026nr,Natural Silver)",HP,17.3,4.5,$599.00,8,512.0,9242.57,i5
"2022 HP 17.3"" FHD IPS Display Laptop Computer, 11th Intel Core i5-1135G7 Processor, 32GB RAM, 2TB SSD, Backlit Keyboard, Intel Iris Xe Graphics, HD Webcam, Windows 10, Silver, 32GB SnowBell USB Card",HP,17.3,4.5,$849.00,32,2048.0,13100.07,i5
"Lenovo Chromebook S330 Laptop, 14-Inch FHD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS",Lenovo,14,4.3,$135.00,4,64.0,2083.05,Other
"Lenovo - 2022 - IdeaPad 3 - Travel Laptop Computer - AMD Ryzen 5 - 17.3"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Home",Lenovo,17.3,4.5,$499.99,8,512.0,7714.8457,Ryzen
"LG gram Thin and Light Laptop - 15.6"" Full HD IPS Display, Intel Core i5 (8th Gen), 8GB RAM, 256GB SSD, Back-lit Keyboard - Dark Silver – 15Z980-U.AAS5U1",LG,15.6,4.3,$996.00,8,256.0,15368.279999999999,i5
"Acer Swift 3 Intel Evo Thin & Light Laptop, 14"" Full HD, Intel Core i7-1165G7, Iris Xe Graphics, 8GB LPDDR4X, 256GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF314-59-75QC",Acer,14,4.4,$439.00,8,256.0,6773.7699999999995,i7
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348F",ASUS,14,4.1,$211.90,4,128.0,3269.617,Other
"HP Chromebook x360 14a 2-in-1 Laptop, Intel Pentium Silver N5000 Processor, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS with Webcam & Dual Mics, Work, Play, Long Battery Life (14a-ca0022nr, 2021)",HP,14,4.5,$169.99,4,64.0,2622.9457,Other
"Packard Bell 15.6 inch Laptop IPS FHD 1920 x 1080 Resolution Laptop Computer, Intel Celeron N4020, UHD Graphics 600, 4GB Ram 128GB SSD, Micro SD Slot, Windows 11 in Home S Mode, 2MP Camera, Speakers",Packard Bell,15.6,3.8,$239.99,4,128.0,3703.0457,Celeron
"LG Gram 16T90P-K.APB7U1 16"" Touchscreen Rugged 2 in 1 Notebook - WQXGA - 2560 x 1600 - Intel Core i7 11th Gen i7-1165G7 2.80 GHz - 16 GB RAM - 1 TB SSD - Obsidian Black - Intel Chip - Windows 10",LG,16,0.0,"$2,072.80",16,1024.0,31983.304000000004,i7
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",Acer,15.6,4.5,$299.00,4,128.0,4613.57,Ryzen
"Acer Chromebook Enterprise 515 Laptop | Intel Core i3-1115G4 | 15.6"" Full HD IPS Touch Display | 8GB LPDDR4X | 128GB NVMe SSD | microSD | Intel Wi-Fi 6 | Backlit Keyboard | Chrome OS | CB515-1WT-32RB",Acer,15.6,4.8,$758.99,8,128.0,11711.2157,i3
"LG 14T90P-K.APG5U1 14” Topaz Green 16:10 WUXGA 2-in-1 Touch Gram Laptop with Windows 10 Pro, 16GB RAM, 512GB SSD, 11th Gen Intel® Quad Core™ i7 Processor, Intel® Evo™ Platform & Thunderbolt™ 4",LG,14,0.0,"$2,109.99",16,512.0,32557.145699999997,i7
"Acer Aspire 5 A515-56-36UT, 15.6"" Full HD Display, 11th Gen Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB NVMe SSD, WiFi 6, Windows 11 Home (S Mode)",Acer,15.6,4.3,$239.00,4,128.0,3687.77,i3
"SAMSUNG Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",SAMSUNG,12.2,4.5,$199.66,4,32.0,3080.7538,Celeron
"ASUS 2022 Vivobook 15.6"" FHD Touchscreen Thin Laptop, Intel Core i3-1115G4 (Up to 3.9Ghz), 12GB RAM ,512GB PCIE SSD,HDMI, WiFi 5,Windows 11S, Grey+ 3in1 Accessories",ASUS,15.6,4.4,$449.99,12,512.0,6943.3457,i3
"LG Gram (2023) 17Z90R Lightweight Laptop, 17"" (2560 x 1600) IPS VRR Display, Intel Evo 13th Gen i7 1360P Processor, NVIDIA RTX3050, 16GB RAM, 1TB SSD, FHD Webcam, Windows 11, Black",LG,17,0.0,"$1,899.99",16,1024.0,29316.845699999998,i7
"LG gram Thin and Light Laptop - 15.6"" Full HD IPS Display, Intel Core i5 (8th Gen), 8GB RAM, 256GB SSD, Back-lit Keyboard - Dark Silver – 15Z980-U.AAS5U1",LG,15.6,4.3,$996.00,8,256.0,15368.279999999999,i5
"ASUS VivoBook 14 Laptop Computer, 14""  IPS FHD Display, Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB PCIe SSD, Fingerprint Reader, Windows 11 Home in S Mode, Slate Grey, F415EA-AS31",ASUS,14,4.4,$248.00,4,128.0,3826.64,i3
"ASUS VivoBook 14 Laptop Computer, 14""  IPS FHD Display, Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB PCIe SSD, Fingerprint Reader, Windows 11 Home in S Mode, Slate Grey, F415EA-AS31",ASUS,14,4.4,$248.00,4,128.0,3826.64,i3
"HP 2022 Newest ProBook 15.6"" Business Laptop FHD IPS Notebook - Intel Core i7-1255U, 32GB RAM, 2TB PCIe SSD, Backlit Keyboard, Webcam, Windows 10 Pro, 3in1 Accessories",HP,15.6,5.0,"$1,379.00",32,2048.0,21277.97,i7
"SAMSUNG Galaxy Book Odyssey Laptop Computer, 15.6”, 32GB, 1TB, Intel Core i7 Processor, Customized Gaming, Full HD Screen, Pro Keyboard, Surround Sound, US Version, Mystic Black",SAMSUNG,15.6,4.3,"$1,694.55",32,1024.0,26146.906499999997,i7
"LG gram Ultra-Light Laptop, Evo i7-1165G7, 16"" WQXGA (2560 x 1600) IPS 16:10 2in1 Touch Display, 21 Hr Battery Life, Wi-Fi 6, Thunderbolt 4, Stylus Pen, Fingerprint, Webcam (16GB RAM | 512GB PCIe SSD)",LG,16,3.3,"$1,249.99",16,512.0,19287.345699999998,i7
HYUNDAI | 14 Inch Laptop | High Performance Business and Student Notebook | 4GB RAM - 128GB SSD Storage | Intel N4020 | Windows 10 Home S | Expandable Storage | Grey - HT14CCIC44EGH,HYUNDAI,14.1,4.3,$149.99,4,128.0,2314.3457000000003,Celeron
"Lenovo Business Laptop, 14"" FHD (1920 x 1080) Display, AMD A6-9220C Processor, 4GB RAM, 64GB eMMC, Long Battery Life, Military-Grade Durability, Webcam, HDMI, Wi-Fi, Bluetooth, USB-C, Windows 10 Pro",Lenovo,14,3.7,$199.00,4,64.0,3070.57,Other
"LG Gram (2022) 14Z90Q Ultra Lightweight Laptop, 14"" (1920 x 1200) IPS Display, Intel Evo 12th Gen i5 1240P Processor, 16GB LPDDR5, 512GB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Black",LG,14,4.0,$991.99,16,512.0,15306.4057,i5
"ASUS VivoBook 15 F515 Laptop, 15.6"" FHD Display, Intel i3-1115G4 CPU, 8GB DDR4 RAM, 128GB SSD, Windows 11 Home in S Mode, Slate Grey, F515EA-AH34",ASUS,15.6,4.4,$299.99,8,128.0,4628.8457,i3
"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 256GB Solid State Drive – Matte Black",Microsoft,13.5,4.5,$370.00,8,256.0,5709.099999999999,i5
"ASUS - ROG Strix G15 Advantage Edition- 15.6"" QHD(2560 x 1440) Gaming Laptop - AMD Ryzen 9 5980HX - Radeon RX 6800M-Win 11 Home，with Accessories (32GB RAM | 1TB PCIe SSD)",ASUS,15.6,5.0,"$1,459.90",32,1024.0,22526.257,Ryzen
"2022 Newest Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS, AMD Ryzen 3 3350U Quad-Core Processor, 20 GB DDR4 RAM, 1 TB SSD, Intel WiFi 6, Backlit KB, Fingerprint Reader, Amazon Alexa, Windows 11",Acer,15.6,4.4,$569.99,20,128.0,8794.9457,Ryzen
"2022 Newest Acer 311 Chromebook Laptop Student Business, MediaTek MT8183C 8-Core Processor,11.6"" HD Display, 4GB RAM, 32GB eMMC, Wi-Fi 5, Bluetooth 5, Upto 15 Hours Battery, Chrome OS +MarxsolCables",Acer,11.6,4.4,$179.00,4,32.0,2761.97,Other
"ECOHERO Newest Windows 11 Laptop, 6GB RAM, 128GB SSD Storage, Intel Celeron J4005 Dual-Core Processor Up to 2.7GHz, 15.6-inch Full HD 1920x1080 Display Laptops Computers, 2.4G WiFi, BT4.0",ECOHERO,15.6,4.1,$239.00,6,128.0,3687.77,Celeron
"CHUWI HeroBook Pro 14.1'' Laptop, 8GB RAM 256GB SSD, Windows 11 Laptop, 1TB SSD Expand, Intel Celeron N4020(up to 2.8GHz), 2K FHD IPS Display, Ultra Slim, Mini-HDMI, 5G WiFi, BT4.2, Webcam,TF Card",CHUWI,14.1,3.9,$239.99,8,256.0,3703.0457,Celeron
"Fusion5 14.1 Inch A90B+ Pro 128GB Windows 10 Laptop - Windows 11 Compatible, 4GB RAM, 128GB Storage, Full HD IPS, Bluetooth, Dual Band WiFi Laptop, USB 3.0, Expandable Storage (128GB)",Fusion5,14.1,4.0,$269.99,4,128.0,4165.9457,Other
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348F",ASUS,14,4.1,$211.90,4,128.0,3269.617,Other
"Fusion5 14.1inch A90B+ Pro 64GB Windows 10 Laptop - 4GB RAM, 64GB Storage, Full HD IPS, Bluetooth, 2MP Webcam, Dual Band WiFi Laptop",Fusion5,14.1,4.0,$274.95,4,64.0,4242.4785,Celeron
"Lenovo Chromebook S330 Laptop, 14-Inch FHD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS",Lenovo,14,4.3,$135.00,4,64.0,2083.05,Other
"SAMSUNG Galaxy Chromebook 4 11.6” 64GB Laptop Computer w/ 4GB RAM, Gigabit WiFi, HD Intel Celeron Processor, Compact Design, Military Grade Durability, US Version, Silver",SAMSUNG,11.6,4.4,$159.88,4,64.0,2466.9483999999998,Celeron
"Dell Inspiron 16 5625 Small Thin & Light Portable Laptop - 16 inch FHD+ (1920 x 1200) Display, AMD Ryzen 7 5825U, 16GB DDR4 RAM, 512GB SSD, Radeon Graphics, Bluetooth, Windows 11 Pro - Silver",Dell,16,4.2,"$1,100.00",16,512.0,16973.0,i7
